configuration id, instance id, performance
12,44, 300.128
12,45, 300.091
12,46, 300.103
12,47, 300.092
12,48, 300.122
12,49, 300.107
12,50, 300.656
12,51, 300.079
12,52, 300.117
12,53, 300.111
12,54, 300.076
12,55, 300.115
12,56, 300.115
12,57, 300.104
12,58, 300.108
12,59, 300.06
12,60, 300.122
12,61, 300.123
12,62, 300.125
12,63, 300.178
12,64, 300.174
12,65, 300.115
12,66, 300.117
12,67, 300.149
12,68, 300.174
12,69, 300.155
12,70, 300.246
12,71, 300.24
12,72, 300.205
12,73, 300.04
12,74, 300.094
12,75, 300.017
12,76, 300.025
12,77, 300.133
12,78, 300.035
12,79, 300.132
12,80, 300.142
12,81, 300.59
12,82, 300.584
12,83, 300.201
12,84, 300.036
12,85, 300.533
12,86, 300.521
12,87, 300.458
12,88, 300.428
12,89, 300.424
12,90, 9.7921
12,91, 300.128
12,92, 300.133
12,93, 300.207
12,94, 300.228
12,95, 300.213
12,96, 300.133
12,97, 300.104
12,98, 300.067
12,99, 300.042
13,0, 41.9185
13,1, 300.064
13,2, 53.934
13,3, 4.8294
13,4, 1.1464
13,5, 176.424
13,6, 50.1069
13,7, 300.06
13,8, 230.502
13,9, 300.087
13,10, 300.1
13,11, 35.9028
13,12, 53.902
13,13, 6.0387
13,14, 86.4638
13,15, 67.3644
13,16, 300.1
13,17, 88.2999
13,18, 300.104
13,19, 133.875
13,20, 300.133
13,21, 300.096
13,22, 300.097
13,23, 92.2843
13,24, 6.0342
13,25, 4.3243
13,26, 5.3456
13,27, 14.1943
13,28, 41.5809
13,29, 83.7397
13,30, 300.094
13,31, 45.831
13,32, 300.033
13,33, 184.726
13,34, 300.044
13,35, 300.101
13,36, 31.4474
13,37, 2.9974
13,38, 4.5632
13,39, 3.9988
13,40, 4.9811
13,41, 14.129
13,42, 147.684
13,43, 25.6684
13,44, 58.6924
13,45, 38.1408
13,46, 53.3825
13,47, 236.546
13,48, 283.841
13,49, 20.7972
13,50, 106.73
13,51, 6.7381
13,52, 121.456
13,53, 23.3515
13,54, 300.037
13,55, 33.8401
13,56, 184.85
13,57, 300.042
13,58, 11.5611
13,59, 300.101
13,60, 177.196
13,61, 223.909
13,62, 136.548
13,63, 44.693
13,64, 4.1163
13,65, 7.7288
13,66, 36.524
13,67, 156.069
13,68, 293.985
13,69, 14.906
13,70, 300.296
13,71, 65.3703
13,72, 7.0135
13,73, 63.3967
13,74, 45.1724
13,75, 15.0495
13,76, 17.833
13,77, 3.7173
13,78, 300.101
13,79, 120.574
13,80, 283.385
13,81, 175.758
13,82, 288.519
13,83, 300.206
13,84, 40.0735
13,85, 51.3206
13,86, 55.015
13,87, 217.632
13,88, 107.0
13,89, 2.9444
13,90, 0.6668
13,91, 232.199
13,92, 300.089
13,93, 300.079
13,94, 87.1643
13,95, 23.2392
13,96, 98.169
13,97, 300.1
13,98, 300.09
13,99, 38.1426
14,0, 61.8555
14,1, 300.053
14,2, 41.004
14,3, 12.8408
14,4, 3.7258
14,5, 114.411
14,6, 65.7207
14,7, 300.071
14,8, 300.06
14,9, 300.065
14,10, 300.074
14,11, 68.9531
14,12, 72.7596
14,13, 10.2773
14,14, 209.753
14,15, 170.21
14,16, 300.068
14,17, 300.221
14,18, 300.076
14,19, 171.474
14,20, 300.039
14,21, 300.026
14,22, 300.037
14,23, 133.138
14,24, 9.3759
14,25, 7.5335
14,26, 9.1777
14,27, 17.1208
14,28, 93.7737
14,29, 63.5651
14,30, 300.027
14,31, 97.0762
14,32, 300.083
14,33, 188.81
14,34, 300.073
14,35, 300.068
14,36, 57.6468
14,37, 7.0682
14,38, 24.1096
14,39, 6.488
14,40, 22.5096
14,41, 33.3652
14,42, 300.061
14,43, 128.847
14,44, 36.3301
14,45, 17.2557
14,46, 113.269
14,47, 255.789
14,48, 300.106
14,49, 57.4387
14,50, 77.1089
14,51, 8.9395
14,52, 81.9515
14,53, 27.4945
14,54, 300.061
14,55, 24.5404
14,56, 195.971
14,57, 300.12
14,58, 34.5743
14,59, 300.073
14,60, 230.641
14,61, 202.782
14,62, 187.959
14,63, 126.584
14,64, 8.0607
14,65, 9.2382
14,66, 26.8179
14,67, 219.32
14,68, 258.971
14,69, 77.7542
14,70, 300.07
14,71, 137.846
14,72, 18.5822
14,73, 85.3119
14,74, 37.5436
14,75, 34.1293
14,76, 20.2782
14,77, 8.0621
14,78, 300.049
14,79, 36.5884
14,80, 300.251
14,81, 37.1161
14,82, 300.074
14,83, 300.097
14,84, 73.22
14,85, 85.1043
14,86, 92.5494
14,87, 110.2
14,88, 88.0069
14,89, 3.6302
14,90, 1.0661
14,91, 300.058
