,y_true,y_pred,time,perf_eval,perf_cmp,instances,strategy,a_new,a_old,seed
0,False,False,0.0168777077034391,52559.7857,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,0,50,0
1,False,False,0.0326047109377102,55216.438,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,3,50,0
2,False,False,0.0326092336594831,55215.833,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,5,50,0
3,True,True,1.0,33283.8549,35079.9904,990,1.20-discrimination-based + Wilcoxon 10100%,6,50,0
4,False,False,0.0326071661862983,55226.725,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,7,50,0
5,False,False,0.0279526871330865,54848.25099999999,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,8,50,0
6,False,False,0.0176481201396644,54105.961,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,9,50,0
7,False,False,0.0130351687990862,50747.283,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,10,50,0
8,False,False,0.032608005392721,55209.234,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,11,50,0
9,False,False,0.0294114418141774,54926.447,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,12,50,0
10,False,False,0.0785611353867399,51368.8719,35079.9904,24,1.20-discrimination-based + Wilcoxon 10100%,15,50,0
11,False,False,0.0294156527765895,54631.662,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,16,50,0
12,False,False,0.366477106182448,38956.888600000006,35079.9904,86,1.20-discrimination-based + Wilcoxon 10100%,17,50,0
13,False,False,0.0339927261547374,54058.065,35079.9904,10,1.20-discrimination-based + Wilcoxon 10100%,19,50,0
14,False,False,0.0276457139422088,54949.43639999999,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,20,50,0
15,False,False,0.0326077698580942,55216.993,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,21,50,0
16,False,False,0.011947610789591,53264.0133,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,24,50,0
17,False,False,0.0274291674700044,49941.11110000001,35079.9904,13,1.20-discrimination-based + Wilcoxon 10100%,25,50,0
18,False,False,0.0326066700691736,55212.231,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,27,50,0
19,False,False,0.0180727224856354,52642.3233,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,28,50,0
20,False,False,0.0326101822265152,55211.559,35079.9904,6,1.20-discrimination-based + Wilcoxon 10100%,29,50,0
