,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,80,20,10,63.69299999999999,discrimination-1.12
1,2,80,20,10,63.69299999999999,variance
2,2,80,20,10,687.8156999999999,random
3,9,80,20,10,58.71119999999999,variance
4,9,80,20,10,1426.5044999999998,random
5,9,80,20,10,58.71119999999999,discrimination-1.12
6,2,80,20,10,753.5279999999999,udd-1.4-0.2
7,2,80,20,10,177.2123,uncertainty
8,6,80,20,10,37.531,discrimination-1.12
9,6,80,20,10,1367.0468000000003,random
10,6,80,20,10,21.1635,variance
11,8,80,20,10,856.7883999999999,random
12,8,80,20,10,65.87450000000001,discrimination-1.12
13,8,80,20,10,64.68050000000001,variance
14,9,80,20,10,149.96099999999996,uncertainty
15,3,16,43,10,15.3868,discrimination-1.12
16,3,16,43,10,656.0904000000002,random
17,3,16,43,10,15.3868,variance
18,8,80,20,10,197.5822,uncertainty
19,6,80,20,10,203.6747,uncertainty
20,9,80,20,10,56.85,udd-1.4-0.2
21,3,16,43,10,56.802499999999995,udd-1.4-0.2
22,3,16,43,10,785.8863999999999,uncertainty
23,6,80,20,10,459.70630000000006,udd-1.4-0.2
24,8,80,20,10,50.598699999999994,udd-1.4-0.2
25,4,16,27,10,248.57710000000003,variance
26,4,16,43,10,454.681,variance
27,4,16,27,10,248.57710000000003,discrimination-1.12
28,4,16,43,10,435.7591,discrimination-1.12
29,4,16,27,10,1322.2387,random
30,4,16,43,10,282.5301,random
31,4,16,27,10,376.668,uncertainty
32,4,16,43,10,302.8797,uncertainty
33,4,16,27,10,161.7256,udd-1.4-0.2
34,4,16,43,10,787.3263999999999,udd-1.4-0.2
