,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,36,77,10,59.2209,discrimination-1.12
1,2,36,77,10,301.7964,random
2,5,77,36,10,238.18079999999998,random
3,5,77,36,10,73.85159999999999,variance
4,2,36,77,10,107.3865,variance
5,5,77,36,10,63.45989999999999,discrimination-1.12
6,2,36,77,10,88.4974,uncertainty
7,2,36,77,10,370.68390000000005,udd-1.4-0.2
8,5,77,36,10,89.0144,uncertainty
9,5,77,36,10,423.49870000000004,udd-1.4-0.2
10,3,35,22,10,103.56020000000001,discrimination-1.12
11,3,35,50,10,252.5133,discrimination-1.12
12,3,35,22,10,839.4039,random
13,3,35,50,10,572.3774999999999,random
14,3,35,22,10,105.86190000000002,variance
15,3,35,50,10,248.2185,variance
16,3,35,22,10,166.43970000000002,uncertainty
17,3,35,50,10,297.8825000000001,uncertainty
18,3,35,22,10,385.85120000000006,udd-1.4-0.2
19,3,35,50,10,499.34860000000003,udd-1.4-0.2
