,seed,incumbent,challenger,selected_instances,additional_time,selection
0,1,98,17,1,19.4529,variance
1,1,98,17,1,1.3283,random
2,7,20,80,1,15.0545,discrimination-1.12
3,7,20,80,1,10.8748,variance
4,1,98,17,2,0.9734,discrimination-1.12
5,4,17,98,3,30.4735,discrimination-1.12
6,7,20,80,2,34.6417,uncertainty
7,4,17,98,3,20.3626,uncertainty
8,4,17,98,6,683.1259999999999,random
9,1,98,17,2,64.4418,udd-1.4-0.2
10,4,17,98,7,25.983399999999996,variance
11,5,43,27,10,93.35100000000001,discrimination-1.12
12,7,20,80,10,1230.5520000000001,random
13,2,20,80,10,642.2454000000001,random
14,4,17,98,3,631.7088,udd-1.4-0.2
15,2,20,80,10,160.9454,variance
16,5,43,27,10,653.0391999999999,random
17,5,43,27,10,93.35100000000001,variance
18,2,20,80,10,773.7884000000001,discrimination-1.12
19,1,98,17,10,1188.5691,uncertainty
20,9,17,98,10,762.8073999999999,random
21,9,17,98,10,15.436499999999999,discrimination-1.12
22,9,17,98,10,15.436499999999999,variance
23,2,20,80,10,402.75200000000007,uncertainty
24,5,43,27,10,956.2125,uncertainty
25,9,17,98,10,113.39779999999996,uncertainty
26,2,20,80,10,620.4191999999999,udd-1.4-0.2
27,5,43,27,10,117.7105,udd-1.4-0.2
28,7,20,80,10,1341.1973,udd-1.4-0.2
29,9,17,98,10,363.8824,udd-1.4-0.2
30,3,91,16,1,456.329,variance
31,3,91,34,10,883.1985,variance
32,3,91,41,10,739.0085,variance
33,3,91,46,10,1146.3691999999999,variance
34,3,91,16,2,16.1672,random
35,3,91,34,10,137.10439999999997,random
36,3,91,41,10,806.2906,random
37,3,91,46,10,1700.3184999999999,random
38,3,91,16,1,456.329,uncertainty
39,3,91,34,10,64.20670000000001,uncertainty
40,3,91,41,10,282.222,uncertainty
41,3,91,46,10,308.25300000000004,uncertainty
42,3,91,16,10,1431.1552,discrimination-1.12
43,3,91,34,10,500.3546,discrimination-1.12
44,3,91,41,10,739.0085,discrimination-1.12
45,3,91,46,10,547.8208999999999,discrimination-1.12
46,3,91,16,2,1.951,udd-1.4-0.2
