,seed,incumbent,challenger,selected_instances,additional_time,selection
0,5,36,77,10,582.2905999999999,random
1,5,36,77,10,55.817899999999995,variance
2,2,36,77,10,60.4362,discrimination-1.12
3,5,36,77,10,59.953700000000005,discrimination-1.12
4,4,77,36,10,73.17049999999999,variance
5,4,77,36,10,276.67909999999995,random
6,2,36,77,10,543.8706000000001,random
7,4,77,36,10,65.6623,discrimination-1.12
8,2,36,77,10,59.8666,variance
9,5,36,77,10,133.26069999999999,uncertainty
10,2,36,77,10,109.665,uncertainty
11,5,36,77,10,354.77850000000007,udd-1.4-0.2
12,4,77,36,10,88.6628,uncertainty
13,2,36,77,10,113.5964,udd-1.4-0.2
14,4,77,36,10,201.205,udd-1.4-0.2
15,9,42,1,10,1670.855,random
16,9,42,23,10,1427.7991,random
17,9,42,72,10,982.1899000000001,random
18,9,42,83,10,1455.3143,random
19,9,42,1,10,238.58209999999997,discrimination-1.12
20,9,42,23,10,378.54870000000005,discrimination-1.12
21,9,42,72,10,326.2907,discrimination-1.12
22,9,42,83,10,355.31219999999996,discrimination-1.12
23,9,42,1,10,264.3531,variance
24,9,42,23,10,384.61060000000003,variance
25,9,42,72,10,311.5461,variance
26,9,42,83,10,332.90290000000005,variance
27,9,42,1,10,336.98030000000006,uncertainty
28,9,42,23,10,448.0756999999999,uncertainty
29,9,42,72,10,764.9269,uncertainty
30,9,42,83,10,726.1958,uncertainty
31,9,42,1,10,708.4454,udd-1.4-0.2
32,9,42,23,10,483.67209999999994,udd-1.4-0.2
33,9,42,72,10,530.722,udd-1.4-0.2
34,9,42,83,10,1052.9546,udd-1.4-0.2
