,seed,incumbent,challenger,selected_instances,additional_time,selection
106,4,66,29,10,40331.68800000001,variance
107,4,66,34,10,46590.3925,variance
108,4,66,38,2,9364.81,variance
109,4,66,42,2,9484.403,variance
110,4,66,50,10,51498.659999999996,variance
111,4,66,60,10,54173.869,variance
112,4,66,63,10,85749.29379999998,variance
113,4,66,70,10,43409.024999999994,variance
114,4,66,72,10,86357.65,variance
115,4,66,86,5,35348.596,variance
116,4,66,96,6,53646.282,variance
117,4,66,0,10,102726.356,discrimination-1.12
118,4,66,3,10,50510.701,discrimination-1.12
119,4,66,9,10,50253.409,discrimination-1.12
120,4,66,13,2,18335.331,discrimination-1.12
121,4,66,14,10,84421.054,discrimination-1.12
122,4,66,26,3,22120.153,discrimination-1.12
123,4,66,29,10,56806.043999999994,discrimination-1.12
124,4,66,34,10,88081.027,discrimination-1.12
125,4,66,38,2,9364.81,discrimination-1.12
126,4,66,42,10,49656.215,discrimination-1.12
127,4,66,50,10,51498.659999999996,discrimination-1.12
128,4,66,60,10,54173.869,discrimination-1.12
129,4,66,63,10,85749.29379999998,discrimination-1.12
130,4,66,70,10,78326.958,discrimination-1.12
131,4,66,72,10,86357.65,discrimination-1.12
132,4,66,86,4,33436.053,discrimination-1.12
133,4,66,96,10,101808.023,discrimination-1.12
134,4,66,0,10,75057.94,random
135,4,66,3,10,12140.367,random
136,4,66,9,10,23841.731999999996,random
137,4,66,13,10,74315.833,random
138,4,66,14,10,47227.482,random
139,4,66,26,10,54000.61,random
140,4,66,29,10,36928.421,random
141,4,66,34,10,82383.48300000001,random
142,4,66,38,10,73924.04800000001,random
143,4,66,42,1,10864.48,random
144,4,66,50,10,79247.071,random
145,4,66,60,10,37477.687999999995,random
146,4,66,63,3,14793.567,random
147,4,66,70,10,46139.138000000006,random
148,4,66,72,10,37322.39,random
149,4,66,86,10,63214.935,random
150,4,66,96,10,77987.74799999999,random
151,4,66,0,10,101804.83600000001,uncertainty
152,4,66,3,6,54120.742999999995,uncertainty
153,4,66,9,10,65681.11499999999,uncertainty
154,4,66,13,5,48668.248999999996,uncertainty
155,4,66,14,10,92836.173,uncertainty
156,4,66,26,4,24807.868,uncertainty
157,4,66,29,10,116610.989,uncertainty
158,4,66,34,10,102774.24699999999,uncertainty
159,4,66,38,1,4818.699,uncertainty
160,4,66,42,10,99343.663,uncertainty
161,4,66,50,10,93686.346,uncertainty
162,4,66,60,10,92822.39299999998,uncertainty
163,4,66,63,5,54838.102999999996,uncertainty
164,4,66,70,9,101829.47899999999,uncertainty
165,4,66,72,10,90914.317,uncertainty
166,4,66,86,10,79758.057,uncertainty
167,4,66,96,5,53011.144,uncertainty
168,4,66,0,10,74947.823,udd-1.4-0.2
169,4,66,3,1,9465.116000000002,udd-1.4-0.2
170,4,66,9,10,54238.436,udd-1.4-0.2
171,4,66,13,2,19006.315,udd-1.4-0.2
172,4,66,14,10,77270.28099999999,udd-1.4-0.2
173,4,66,26,7,55011.255999999994,udd-1.4-0.2
174,4,66,29,6,54655.489,udd-1.4-0.2
175,4,66,34,10,83796.07699999999,udd-1.4-0.2
176,4,66,38,1,9484.353,udd-1.4-0.2
177,4,66,42,10,54111.34299999999,udd-1.4-0.2
178,4,66,50,10,70479.47099999999,udd-1.4-0.2
179,4,66,60,10,56248.869000000006,udd-1.4-0.2
180,4,66,63,10,54753.90299999999,udd-1.4-0.2
181,4,66,70,10,74425.095,udd-1.4-0.2
182,4,66,72,10,57061.033,udd-1.4-0.2
183,4,66,86,10,61757.816999999995,udd-1.4-0.2
184,4,66,96,10,100414.08,udd-1.4-0.2
185,9,0,3,10,75600.171,random
186,9,0,4,3,3773.862,random
187,9,0,6,10,32990.562,random
188,9,0,9,10,41046.943,random
189,9,0,15,10,47241.0758,random
190,9,0,18,2,20605.051,random
191,9,0,20,2,892.4749999999999,random
192,9,0,21,10,32879.223999999995,random
193,9,0,26,10,10717.777,random
194,9,0,29,7,39387.9,random
195,9,0,34,10,57540.71600000001,random
196,9,0,42,10,71279.751,random
197,9,0,46,10,67076.561,random
198,9,0,48,10,27631.6172,random
199,9,0,49,10,40434.1682,random
200,9,0,50,10,26781.199,random
201,9,0,63,4,27327.585,random
202,9,0,64,10,44516.439,random
203,9,0,66,10,65015.929,random
204,9,0,69,5,21718.456,random
205,9,0,72,10,39193.744,random
206,9,0,95,10,36240.206600000005,random
207,9,0,3,10,91063.784,variance
208,9,0,4,2,12856.893,variance
209,9,0,6,10,92733.90700000002,variance
210,9,0,9,10,81631.48000000001,variance
211,9,0,15,10,101642.79199999999,variance
212,9,0,18,10,101401.57999999999,variance
213,9,0,20,1,9519.236,variance
214,9,0,21,10,105067.42500000002,variance
215,9,0,26,10,111113.469,variance
216,9,0,29,10,81265.16100000001,variance
217,9,0,34,9,88314.781,variance
218,9,0,42,10,106581.01000000001,variance
219,9,0,46,10,94392.724,variance
220,9,0,48,10,81882.417,variance
221,9,0,49,10,75692.21,variance
222,9,0,50,10,83261.475,variance
223,9,0,63,1,3826.45,variance
224,9,0,64,10,116016.08600000001,variance
225,9,0,66,10,79149.781,variance
226,9,0,69,10,131377.702,variance
227,9,0,72,10,98044.34400000001,variance
228,9,0,95,7,54442.36380000001,variance
229,9,0,3,10,122533.42799999999,udd-1.4-0.2
230,9,0,4,2,36000.25,udd-1.4-0.2
231,9,0,6,10,94001.365,udd-1.4-0.2
232,9,0,9,10,84717.507,udd-1.4-0.2
233,9,0,15,8,34207.868,udd-1.4-0.2
234,9,0,18,2,16073.336,udd-1.4-0.2
235,9,0,20,1,9390.059000000001,udd-1.4-0.2
236,9,0,21,10,80271.022,udd-1.4-0.2
237,9,0,26,10,92946.188,udd-1.4-0.2
238,9,0,29,9,127326.50499999999,udd-1.4-0.2
239,9,0,34,10,98185.43199999999,udd-1.4-0.2
240,9,0,42,10,121441.94499999998,udd-1.4-0.2
241,9,0,46,7,68078.417,udd-1.4-0.2
242,9,0,48,10,57124.485,udd-1.4-0.2
243,9,0,49,10,83484.25600000001,udd-1.4-0.2
244,9,0,50,10,120961.74600000001,udd-1.4-0.2
245,9,0,63,1,9390.039,udd-1.4-0.2
246,9,0,64,2,14663.725999999999,udd-1.4-0.2
247,9,0,66,10,77754.62700000001,udd-1.4-0.2
248,9,0,69,1,9390.009,udd-1.4-0.2
249,9,0,72,10,84303.41399999999,udd-1.4-0.2
250,9,0,95,10,64996.812,udd-1.4-0.2
251,9,0,3,10,91759.823,discrimination-1.12
252,9,0,4,2,12856.893,discrimination-1.12
253,9,0,6,10,98948.57800000001,discrimination-1.12
254,9,0,9,10,81631.48000000001,discrimination-1.12
255,9,0,15,10,101642.79199999999,discrimination-1.12
256,9,0,18,10,101401.57999999999,discrimination-1.12
257,9,0,20,1,9519.236,discrimination-1.12
258,9,0,21,10,91569.13199999998,discrimination-1.12
259,9,0,26,10,111113.469,discrimination-1.12
260,9,0,29,10,81265.16100000001,discrimination-1.12
261,9,0,34,9,88314.781,discrimination-1.12
262,9,0,42,10,106581.01000000001,discrimination-1.12
263,9,0,46,10,94392.724,discrimination-1.12
264,9,0,48,10,81882.417,discrimination-1.12
265,9,0,49,10,75692.21,discrimination-1.12
266,9,0,50,10,83261.475,discrimination-1.12
267,9,0,63,1,3826.45,discrimination-1.12
268,9,0,64,10,116016.08600000001,discrimination-1.12
269,9,0,66,10,79149.781,discrimination-1.12
270,9,0,69,10,131377.702,discrimination-1.12
271,9,0,72,10,98044.34400000001,discrimination-1.12
272,9,0,95,7,54442.36380000001,discrimination-1.12
273,1,21,0,10,84719.419,discrimination-1.12
274,1,21,3,10,116035.206,discrimination-1.12
275,1,21,9,10,52735.089,discrimination-1.12
276,1,21,10,10,101698.93,discrimination-1.12
277,1,21,14,10,78090.681,discrimination-1.12
278,1,21,18,10,94790.15399999998,discrimination-1.12
279,1,21,22,10,93399.42,discrimination-1.12
280,1,21,27,10,98114.502,discrimination-1.12
281,1,21,29,10,69865.65,discrimination-1.12
282,1,21,38,8,73737.015,discrimination-1.12
283,1,21,42,2,20197.642999999996,discrimination-1.12
284,1,21,46,10,111330.224,discrimination-1.12
285,1,21,48,10,62529.136999999995,discrimination-1.12
286,1,21,49,10,69565.15999999999,discrimination-1.12
287,1,21,60,10,98460.36299999998,discrimination-1.12
288,1,21,63,10,55890.471000000005,discrimination-1.12
289,1,21,66,10,89499.237,discrimination-1.12
290,1,21,70,10,76477.117,discrimination-1.12
291,1,21,72,10,89457.65199999999,discrimination-1.12
292,1,21,86,6,53264.2714,discrimination-1.12
293,1,21,93,3,36000.31,discrimination-1.12
294,1,21,97,2,9601.795,discrimination-1.12
295,1,21,0,10,56092.61600000001,random
296,1,21,3,10,0.0,random
297,1,21,9,10,46660.676999999996,random
298,1,21,10,10,63234.421,random
299,1,21,14,10,73673.2,random
300,1,21,18,10,36589.717,random
301,1,21,22,10,27316.862,random
302,1,21,27,10,69127.67499999999,random
303,1,21,29,8,46597.770000000004,random
304,1,21,38,10,64263.438,random
305,1,21,42,1,9316.732,random
306,1,21,46,10,46853.608,random
307,1,21,48,10,35530.423,random
308,1,21,49,10,37775.364,random
309,1,21,60,10,45706.054000000004,random
310,1,21,63,10,63381.229999999996,random
311,1,21,66,10,29678.943,random
312,1,21,70,10,47037.460999999996,random
313,1,21,72,10,37804.487,random
314,1,21,86,10,32043.96,random
315,1,21,93,4,9354.053,random
316,1,21,97,4,23594.81,random
317,1,21,0,10,84719.419,variance
318,1,21,3,10,116035.206,variance
319,1,21,9,10,52735.089,variance
320,1,21,10,10,78602.09899999999,variance
321,1,21,14,10,78090.681,variance
322,1,21,18,10,94790.15399999998,variance
323,1,21,22,10,93399.42,variance
324,1,21,27,10,98114.502,variance
325,1,21,29,10,69865.65,variance
326,1,21,38,5,40998.748,variance
327,1,21,42,2,20197.642999999996,variance
328,1,21,46,10,111330.224,variance
329,1,21,48,10,62529.136999999995,variance
330,1,21,49,10,69565.15999999999,variance
331,1,21,60,10,98460.36299999998,variance
332,1,21,63,10,41848.048,variance
333,1,21,66,10,89499.237,variance
334,1,21,70,10,76477.117,variance
335,1,21,72,10,89457.65199999999,variance
336,1,21,86,6,49551.67600000001,variance
337,1,21,93,3,36000.31,variance
338,1,21,97,2,9601.795,variance
339,9,0,3,10,94271.437,uncertainty
340,9,0,4,10,123469.404,uncertainty
341,9,0,6,10,107872.1,uncertainty
342,9,0,9,10,94869.103,uncertainty
343,9,0,15,7,57526.407999999996,uncertainty
344,9,0,18,10,128312.321,uncertainty
345,9,0,20,1,11521.42,uncertainty
346,9,0,21,10,101986.10900000001,uncertainty
347,9,0,26,10,120936.766,uncertainty
348,9,0,29,10,117954.36600000001,uncertainty
349,9,0,34,10,100544.852,uncertainty
350,9,0,42,10,113709.35999999999,uncertainty
351,9,0,46,10,114839.717,uncertainty
352,9,0,48,10,85001.98199999999,uncertainty
353,9,0,49,10,94573.306,uncertainty
354,9,0,50,10,102471.336,uncertainty
355,9,0,63,10,114634.7065,uncertainty
356,9,0,64,10,97747.34,uncertainty
357,9,0,66,10,90641.00600000001,uncertainty
358,9,0,69,10,131377.632,uncertainty
359,9,0,72,10,113994.57100000003,uncertainty
360,9,0,95,7,54442.36380000001,uncertainty
361,1,21,0,10,50104.966,udd-1.4-0.2
362,1,21,3,10,48875.286,udd-1.4-0.2
363,1,21,9,10,42876.551,udd-1.4-0.2
364,1,21,10,10,79004.683,udd-1.4-0.2
365,1,21,14,10,53755.325999999994,udd-1.4-0.2
366,1,21,18,10,52311.345,udd-1.4-0.2
367,1,21,22,10,43438.401,udd-1.4-0.2
368,1,21,27,10,57499.44899999999,udd-1.4-0.2
369,1,21,29,2,22367.280000000002,udd-1.4-0.2
370,1,21,38,8,56002.86300000001,udd-1.4-0.2
371,1,21,42,2,25571.05,udd-1.4-0.2
372,1,21,46,10,52225.195999999996,udd-1.4-0.2
373,1,21,48,10,43520.895,udd-1.4-0.2
374,1,21,49,10,30759.744699999996,udd-1.4-0.2
375,1,21,60,10,59110.659,udd-1.4-0.2
376,1,21,63,10,49061.55,udd-1.4-0.2
377,1,21,66,10,63334.73499999999,udd-1.4-0.2
378,1,21,70,10,59015.022,udd-1.4-0.2
379,1,21,72,10,50159.836,udd-1.4-0.2
380,1,21,86,10,51802.784400000004,udd-1.4-0.2
381,1,21,93,1,10452.18,udd-1.4-0.2
382,1,21,97,10,56742.372,udd-1.4-0.2
383,1,21,0,10,81044.094,uncertainty
384,1,21,3,10,70306.438,uncertainty
385,1,21,9,10,54118.276,uncertainty
386,1,21,10,10,51182.672999999995,uncertainty
387,1,21,14,10,74697.899,uncertainty
388,1,21,18,10,105998.368,uncertainty
389,1,21,22,10,71262.462,uncertainty
390,1,21,27,10,89237.34199999999,uncertainty
391,1,21,29,10,108092.851,uncertainty
392,1,21,38,5,54348.048,uncertainty
393,1,21,42,10,98417.178,uncertainty
394,1,21,46,10,122211.10700000002,uncertainty
395,1,21,48,10,77036.10699999999,uncertainty
396,1,21,49,10,67101.60369999999,uncertainty
397,1,21,60,10,89721.91399999999,uncertainty
398,1,21,63,10,99881.66100000001,uncertainty
399,1,21,66,10,83246.23,uncertainty
400,1,21,70,10,101243.73199999999,uncertainty
401,1,21,72,10,85441.996,uncertainty
402,1,21,86,5,49551.67600000001,uncertainty
403,1,21,93,6,99055.755,uncertainty
404,1,21,97,10,99573.227,uncertainty
