,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,50,31,10,288.7022,discrimination-1.12
1,2,50,31,10,842.1374000000001,random
2,2,50,31,10,288.7022,variance
3,5,36,77,10,63.7749,variance
4,5,36,77,10,65.1754,discrimination-1.12
5,5,36,77,10,438.0264,random
6,2,50,31,10,328.00640000000004,uncertainty
7,2,50,31,10,706.7088999999999,udd-1.4-0.2
8,5,36,77,10,62.857400000000005,uncertainty
9,5,36,77,10,524.8446,udd-1.4-0.2
10,3,35,22,10,112.48339999999999,variance
11,3,35,31,3,36.2014,variance
12,3,35,50,9,226.3309,variance
13,3,35,22,10,100.2755,discrimination-1.12
14,3,35,31,3,37.0312,discrimination-1.12
15,3,35,50,9,235.56340000000003,discrimination-1.12
16,3,35,22,10,201.5218,uncertainty
17,3,35,31,3,39.6597,uncertainty
18,3,35,50,9,295.98609999999996,uncertainty
19,3,35,22,10,907.5485,random
20,3,35,31,8,789.925,random
21,3,35,50,10,919.3006000000001,random
22,3,35,22,10,377.5944,udd-1.4-0.2
23,3,35,31,5,408.4608,udd-1.4-0.2
24,3,35,50,10,699.8528,udd-1.4-0.2
25,7,23,1,10,1154.7525,random
26,7,23,42,10,1410.63,random
27,7,23,83,10,1243.8409,random
28,7,23,1,10,430.4506,discrimination-1.12
29,7,23,42,10,378.225,discrimination-1.12
30,7,23,83,10,526.0646,discrimination-1.12
31,7,23,1,10,395.6101,variance
32,7,23,42,10,368.2003000000001,variance
33,7,23,83,10,474.72860000000003,variance
34,8,83,1,10,1034.5648999999999,udd-1.4-0.2
35,8,83,23,1,161.0356,udd-1.4-0.2
36,8,83,40,10,1173.5349999999999,udd-1.4-0.2
37,8,83,87,10,1982.4219000000003,udd-1.4-0.2
38,8,83,1,10,240.335,variance
39,8,83,23,10,482.7937,variance
40,8,83,40,10,384.4665,variance
41,8,83,87,10,232.77910000000003,variance
42,8,83,1,10,1633.9017,random
43,8,83,23,10,1175.5172,random
44,8,83,40,10,1124.0429000000001,random
45,8,83,87,10,961.3514000000001,random
46,8,83,1,10,395.4049,uncertainty
47,8,83,23,1,64.8468,uncertainty
48,8,83,40,10,630.6528999999999,uncertainty
49,8,83,87,10,305.2459,uncertainty
50,8,83,1,10,239.73000000000002,discrimination-1.12
51,8,83,23,10,482.7937,discrimination-1.12
52,8,83,40,10,384.46649999999994,discrimination-1.12
53,8,83,87,10,232.77910000000003,discrimination-1.12
54,7,23,1,10,407.3444,uncertainty
55,7,23,42,10,366.3268,uncertainty
56,7,23,83,10,808.8404999999999,uncertainty
57,7,23,1,10,463.05710000000005,udd-1.4-0.2
58,7,23,42,10,516.0402,udd-1.4-0.2
59,7,23,83,10,958.9237,udd-1.4-0.2
