,seed,incumbent,challenger,selected_instances,additional_time,selection
0,6,72,88,10,94.6396,discrimination-1.12
1,6,72,88,10,84.5987,variance
2,6,72,88,10,3960.3351000000007,random
3,6,72,88,10,5842.16,uncertainty
4,4,92,30,10,916.8864000000001,discrimination-1.12
5,4,92,34,10,452.2883999999999,discrimination-1.12
6,4,92,65,1,36.913,discrimination-1.12
7,4,92,30,10,4685.4442,random
8,4,92,34,10,4480.5456,random
9,4,92,65,2,1055.5169999999998,random
10,4,92,30,10,645.9419,variance
11,4,92,34,10,386.5584,variance
12,4,92,65,1,36.5713,variance
13,2,43,30,10,510.10010000000005,variance
14,2,43,34,10,325.3543,variance
15,2,43,77,10,741.3277999999999,variance
16,2,43,30,10,509.1430000000001,discrimination-1.12
17,2,43,34,10,379.7771,discrimination-1.12
18,2,43,77,10,745.0636000000001,discrimination-1.12
19,2,43,30,10,4742.3047,random
20,2,43,34,10,4749.5671999999995,random
21,2,43,77,10,5193.1249,random
22,6,72,88,10,313.2271,udd-1.4-0.2
23,2,43,30,10,6001.494000000001,uncertainty
24,2,43,34,7,3442.6738,uncertainty
25,2,43,77,10,6001.3150000000005,uncertainty
26,3,65,34,10,435.2605,variance
27,3,65,36,10,459.71770000000004,variance
28,3,65,52,10,537.2179,variance
29,3,65,82,10,576.8372,variance
30,3,65,92,1,36.5713,variance
31,3,65,34,10,478.46449999999993,discrimination-1.12
32,3,65,36,10,447.2707,discrimination-1.12
33,3,65,52,10,440.6816,discrimination-1.12
34,3,65,82,10,433.44079999999997,discrimination-1.12
35,3,65,92,1,37.3739,discrimination-1.12
36,4,92,30,10,6001.878,uncertainty
37,4,92,34,10,5657.829000000001,uncertainty
38,4,92,65,10,6001.400000000001,uncertainty
39,4,92,30,10,4439.8118,udd-1.4-0.2
40,4,92,34,10,5886.166,udd-1.4-0.2
41,4,92,65,1,484.225,udd-1.4-0.2
42,2,43,30,10,1163.1979000000001,udd-1.4-0.2
43,2,43,34,10,619.3707,udd-1.4-0.2
44,2,43,77,10,708.6176,udd-1.4-0.2
45,3,65,34,10,5363.858399999999,random
46,3,65,36,10,5164.857599999999,random
47,3,65,52,10,5420.4656,random
48,3,65,82,10,4902.1125,random
49,3,65,92,10,4966.017899999999,random
50,3,65,34,10,3250.1394999999998,udd-1.4-0.2
51,3,65,36,10,850.387,udd-1.4-0.2
52,3,65,52,10,762.5186999999999,udd-1.4-0.2
53,3,65,82,10,444.8152,udd-1.4-0.2
54,3,65,92,1,37.1426,udd-1.4-0.2
55,3,65,34,10,6001.235999999999,uncertainty
56,3,65,36,10,6001.945999999999,uncertainty
57,3,65,52,10,6001.698999999999,uncertainty
58,3,65,82,10,6001.425,uncertainty
59,3,65,92,10,6001.445000000001,uncertainty
60,9,42,2,2,959.1973,random
61,9,42,4,10,5486.364600000001,random
62,9,42,14,10,5613.6106,random
63,9,42,26,10,6001.631,random
64,9,42,27,10,5470.6048,random
65,9,42,45,10,5736.1015,random
66,9,42,51,10,5734.4,random
67,9,42,53,10,5904.383,random
68,9,42,57,10,5645.7295,random
69,9,42,76,8,4801.196,random
70,9,42,2,10,1065.8718999999999,variance
71,9,42,4,10,3861.365,variance
72,9,42,14,8,2604.4629,variance
73,9,42,26,7,573.688,variance
74,9,42,27,10,3874.348,variance
75,9,42,45,10,3874.3639999999996,variance
76,9,42,51,10,2499.4721999999997,variance
77,9,42,53,7,1671.382,variance
78,9,42,57,10,504.36429999999996,variance
79,9,42,76,10,3238.5474000000004,variance
80,9,42,2,10,1791.3345,discrimination-1.12
81,9,42,4,10,3434.7252,discrimination-1.12
82,9,42,14,8,2584.2759,discrimination-1.12
