,seed,incumbent,challenger,selected_instances,additional_time,selection
0,1,98,17,1,1.3283,random
1,1,98,17,1,6.7852,discrimination-1.12
2,1,98,17,1,6.7852,variance
3,1,98,17,1,600.1500000000001,uncertainty
4,7,20,80,2,11.393600000000001,discrimination-1.12
5,7,20,80,2,11.393600000000001,variance
6,7,20,80,1,7.5958000000000006,uncertainty
7,4,17,98,5,18.7006,discrimination-1.12
8,4,17,98,5,20.8322,variance
9,4,17,98,4,23.3867,uncertainty
10,4,17,98,6,683.1259999999999,random
11,5,43,27,10,653.0391999999999,random
12,5,43,27,10,618.3207,discrimination-1.12
13,5,43,27,10,38.6017,variance
14,7,20,80,10,1230.5520000000001,random
15,2,20,80,10,136.8956,variance
16,2,20,80,10,642.2454000000001,random
17,9,17,98,10,26.4888,discrimination-1.12
18,9,17,98,10,762.8073999999999,random
19,9,17,98,10,26.4888,variance
20,2,20,80,10,693.3875,discrimination-1.12
21,4,17,98,4,605.7244000000001,udd-1.4-0.2
22,5,43,27,10,638.6761,uncertainty
23,2,20,80,10,1482.7658,uncertainty
24,9,17,98,10,211.9074,uncertainty
25,1,98,17,10,33.135600000000004,udd-1.4-0.2
26,2,20,80,10,731.5606000000001,udd-1.4-0.2
27,5,43,27,10,144.7397,udd-1.4-0.2
28,7,20,80,10,1351.7585,udd-1.4-0.2
29,9,17,98,10,954.3407,udd-1.4-0.2
30,3,91,14,10,347.0578,random
31,3,91,16,2,607.501,random
32,3,91,34,10,565.2860000000001,random
33,3,91,41,10,1876.6449999999998,random
34,3,91,46,10,1656.5982,random
35,3,91,62,10,1716.6956,random
36,3,91,14,10,1112.0309,discrimination-1.12
37,3,91,16,3,17.919999999999998,discrimination-1.12
38,3,91,34,10,1327.0539,discrimination-1.12
39,3,91,41,10,1374.3980000000001,discrimination-1.12
40,3,91,46,10,707.5388,discrimination-1.12
41,3,91,62,10,678.2476,discrimination-1.12
42,3,91,14,10,754.7768,variance
43,3,91,16,3,17.919999999999998,variance
44,3,91,34,10,1371.8279000000002,variance
45,3,91,41,10,1311.9709,variance
46,3,91,46,10,1371.48,variance
47,3,91,62,10,1356.8976,variance
48,3,91,14,10,1945.3636999999999,uncertainty
49,3,91,16,2,4.4907,uncertainty
50,3,91,34,10,369.05870000000004,uncertainty
51,3,91,41,10,600.3260000000001,uncertainty
52,3,91,46,10,830.0335000000001,uncertainty
53,3,91,62,10,331.1527,uncertainty
54,3,91,14,10,2415.6333,udd-1.4-0.2
55,3,91,16,3,2.5366,udd-1.4-0.2
56,3,91,34,10,1219.5079,udd-1.4-0.2
57,3,91,41,10,1216.8229999999999,udd-1.4-0.2
58,3,91,46,10,1814.4554,udd-1.4-0.2
59,3,91,62,10,2405.3143,udd-1.4-0.2
60,0,71,6,10,231.37349999999998,variance
61,0,71,14,10,125.09789999999998,variance
62,0,71,27,7,16.904600000000002,variance
