,seed,incumbent,challenger,selected_instances,additional_time,selection
0,4,80,20,10,199.45790000000002,variance
1,4,80,20,10,1485.4887999999999,random
2,4,80,20,10,74.6961,discrimination-1.12
3,1,80,20,10,13.7645,variance
4,1,80,20,10,13.7645,discrimination-1.12
5,1,80,20,10,1003.4747999999998,random
6,1,80,20,10,118.68650000000001,uncertainty
7,4,80,20,10,118.51089999999999,uncertainty
8,4,80,20,10,405.9157,udd-1.4-0.2
9,1,80,20,10,233.8192,udd-1.4-0.2
10,3,20,27,10,36.55309999999999,variance
11,3,20,80,10,579.9659,variance
12,3,20,27,10,1254.2002,random
13,3,20,80,10,1503.3485,random
14,3,20,27,10,36.3064,discrimination-1.12
15,3,20,80,10,459.84159999999997,discrimination-1.12
16,7,43,16,10,235.3875,discrimination-1.12
17,7,43,27,10,14.010700000000002,discrimination-1.12
18,7,43,16,10,58.0116,variance
19,7,43,27,10,17.794,variance
20,7,43,16,10,2072.8161999999998,random
21,7,43,27,10,734.4824,random
22,5,16,27,10,41.586099999999995,variance
23,5,16,43,10,638.4691000000001,variance
24,5,16,27,10,131.33620000000002,random
25,5,16,43,10,469.0866999999999,random
26,5,16,27,10,41.586099999999995,discrimination-1.12
27,5,16,43,10,638.4691000000001,discrimination-1.12
28,3,20,27,10,464.5592,uncertainty
29,3,20,80,10,702.9727999999999,uncertainty
30,3,20,27,10,1168.6741,udd-1.4-0.2
31,3,20,80,10,1527.2126999999998,udd-1.4-0.2
32,7,43,16,10,194.7557,uncertainty
33,7,43,27,10,2742.4474999999998,uncertainty
34,5,16,27,10,102.15719999999999,uncertainty
35,5,16,43,10,3251.2649,uncertainty
36,5,16,27,10,1400.8882000000003,udd-1.4-0.2
37,5,16,43,10,992.6065000000002,udd-1.4-0.2
38,7,43,16,10,784.5354000000001,udd-1.4-0.2
39,7,43,27,10,798.0933,udd-1.4-0.2
40,9,37,18,10,1195.2869,random
41,9,37,33,10,1828.7198,random
42,9,37,34,1,13.2799,random
43,9,37,52,10,2029.8276,random
44,9,37,62,5,682.8934999999999,random
45,9,37,65,10,1876.7185,random
46,9,37,71,10,1062.1722,random
47,9,37,75,10,927.7184,random
48,9,37,82,10,713.4203,random
49,0,95,6,10,290.1388,discrimination-1.12
50,0,95,14,10,40.0355,discrimination-1.12
51,0,95,33,3,5.3261,discrimination-1.12
52,0,95,34,10,27.720799999999997,discrimination-1.12
53,0,95,37,3,10.0922,discrimination-1.12
54,0,95,38,10,13.391499999999999,discrimination-1.12
55,0,95,46,10,20.420499999999997,discrimination-1.12
56,0,95,52,10,123.1945,discrimination-1.12
57,0,95,65,7,20.213500000000003,discrimination-1.12
58,0,95,71,10,22.3086,discrimination-1.12
59,0,95,91,10,822.8285999999999,discrimination-1.12
60,0,95,6,10,290.1388,variance
61,0,95,14,10,65.43700000000001,variance
62,0,95,33,3,5.3661,variance
63,0,95,34,10,24.354300000000002,variance
64,0,95,37,3,10.0922,variance
65,0,95,38,10,26.1593,variance
66,0,95,46,10,20.478499999999997,variance
67,0,95,52,10,307.86449999999996,variance
68,0,95,65,8,623.3296,variance
69,0,95,71,10,22.3086,variance
70,0,95,91,10,823.1468,variance
71,9,37,18,10,734.5639,discrimination-1.12
72,9,37,33,10,114.7902,discrimination-1.12
73,9,37,34,1,232.3141,discrimination-1.12
74,9,37,52,10,420.3511,discrimination-1.12
75,9,37,62,10,389.5441,discrimination-1.12
76,9,37,65,10,281.4798,discrimination-1.12
77,9,37,71,10,127.13390000000001,discrimination-1.12
78,9,37,75,10,87.1667,discrimination-1.12
79,9,37,82,10,488.97460000000007,discrimination-1.12
80,9,37,18,10,85.53379999999999,variance
81,9,37,33,10,114.7902,variance
82,9,37,34,1,232.3141,variance
83,9,37,52,10,377.1421,variance
84,9,37,62,10,389.5441,variance
85,9,37,65,10,812.1574,variance
86,9,37,71,10,173.3651,variance
87,9,37,75,10,87.1667,variance
88,9,37,82,10,1050.9011,variance
89,0,95,6,10,754.0263000000001,random
90,0,95,14,10,1302.4332000000002,random
91,0,95,33,10,1082.7077,random
92,0,95,34,10,850.0434999999999,random
93,0,95,37,10,1419.7833,random
94,0,95,38,7,659.997,random
95,0,95,46,10,1921.8644000000002,random
96,0,95,52,6,655.6622,random
97,0,95,65,10,157.0903,random
98,0,95,71,10,265.553,random
99,0,95,91,10,240.38080000000002,random
100,0,95,6,10,498.1813000000001,uncertainty
101,0,95,14,10,745.726,uncertainty
102,0,95,33,3,11.4641,uncertainty
103,0,95,34,10,645.0486,uncertainty
104,0,95,37,6,85.68209999999999,uncertainty
105,0,95,38,10,1016.4118999999998,uncertainty
106,0,95,46,10,287.70679999999993,uncertainty
107,0,95,52,10,1076.1745999999998,uncertainty
108,0,95,65,10,1447.6198,uncertainty
109,0,95,71,10,615.6433,uncertainty
110,0,95,91,10,913.9498,uncertainty
111,9,37,18,10,524.5366,udd-1.4-0.2
112,9,37,33,10,721.9549000000001,udd-1.4-0.2
113,9,37,34,1,166.00979999999998,udd-1.4-0.2
114,9,37,52,10,382.41229999999996,udd-1.4-0.2
115,9,37,62,5,621.6254000000001,udd-1.4-0.2
116,9,37,65,10,943.0569000000003,udd-1.4-0.2
117,9,37,71,10,663.4943999999999,udd-1.4-0.2
118,9,37,75,10,928.5522,udd-1.4-0.2
119,9,37,82,10,445.2771,udd-1.4-0.2
120,0,95,6,10,520.1695,udd-1.4-0.2
121,0,95,14,10,763.0409999999998,udd-1.4-0.2
122,0,95,33,10,1027.8850000000002,udd-1.4-0.2
123,0,95,34,10,805.7304,udd-1.4-0.2
124,0,95,37,3,635.4935,udd-1.4-0.2
125,0,95,38,10,82.4998,udd-1.4-0.2
126,0,95,46,10,811.5487,udd-1.4-0.2
127,0,95,52,3,884.6132999999999,udd-1.4-0.2
128,0,95,65,10,847.2883,udd-1.4-0.2
129,0,95,71,10,1083.9664,udd-1.4-0.2
130,0,95,91,10,617.2264000000001,udd-1.4-0.2
131,9,37,18,10,1319.7201000000005,uncertainty
132,9,37,33,10,635.0106000000002,uncertainty
133,9,37,34,10,462.45500000000004,uncertainty
134,9,37,52,10,1280.0789000000002,uncertainty
135,9,37,62,10,1248.8101,uncertainty
136,9,37,65,10,1307.4159,uncertainty
137,9,37,71,10,539.6102999999999,uncertainty
138,9,37,75,10,710.2789999999999,uncertainty
139,9,37,82,10,2431.7664,uncertainty
