,seed,incumbent,challenger,selected_instances,additional_time,selection
0,6,72,88,10,84.7111,discrimination-1.12
1,6,72,88,10,5065.1263,random
2,6,72,88,10,64.5517,variance
3,1,6,87,10,339.3667,variance
4,1,6,87,10,4062.6724999999997,random
5,1,6,87,10,298.2889,discrimination-1.12
6,6,72,88,10,3950.9755999999998,udd-1.4-0.2
7,6,72,88,10,6001.193000000001,uncertainty
8,1,6,87,10,5728.2609999999995,uncertainty
9,1,6,87,10,382.3466,udd-1.4-0.2
10,9,30,59,10,3632.8738000000003,random
11,9,30,92,6,2543.092,random
12,9,30,59,10,513.1836,variance
13,9,30,92,10,675.2261000000001,variance
14,9,30,59,10,516.8444,discrimination-1.12
15,9,30,92,10,674.7934,discrimination-1.12
16,7,30,43,10,632.1718999999999,discrimination-1.12
17,7,30,92,10,567.2144000000001,discrimination-1.12
18,7,30,43,10,591.4895,variance
19,7,30,92,10,518.0422,variance
20,7,30,43,10,3871.9992,random
21,7,30,92,10,4114.8702,random
22,9,30,59,10,6001.426,uncertainty
23,9,30,92,10,6001.852000000001,uncertainty
24,9,30,59,10,1239.4730000000002,udd-1.4-0.2
25,9,30,92,10,1197.0582000000002,udd-1.4-0.2
26,7,30,43,10,6001.7429999999995,uncertainty
27,7,30,92,10,5977.832,uncertainty
28,7,30,43,10,1052.2946000000002,udd-1.4-0.2
29,7,30,92,10,1129.2195,udd-1.4-0.2
