,seed,incumbent,challenger,selected_instances,additional_time,selection
0,2,87,50,5,242.91789999999997,discrimination-1.12
1,2,87,50,5,242.91789999999997,variance
2,2,87,50,5,316.8065,udd-1.4-0.2
3,2,87,50,10,4278.9967,random
4,6,6,87,10,175.2079,discrimination-1.12
5,6,6,87,10,3445.3648000000003,random
6,6,6,87,10,181.7323,variance
7,7,17,72,10,3967.0991000000004,random
8,7,17,72,10,58.70490000000001,discrimination-1.12
9,7,17,72,10,62.5928,variance
10,2,87,50,10,6001.509,uncertainty
11,6,6,87,10,5856.205,uncertainty
12,6,6,87,10,543.8082,udd-1.4-0.2
13,7,17,72,10,5856.320999999999,uncertainty
14,7,17,72,10,6001.736999999999,udd-1.4-0.2
