,seed,incumbent,challenger,selected_instances,additional_time,selection
0,4,33,18,10,0.1294,discrimination-1.12
1,4,33,43,10,0.1367,discrimination-1.12
2,4,33,18,10,0.8744999999999999,variance
3,4,33,43,10,0.8309,variance
4,4,33,18,10,2372.152,random
5,4,33,43,10,1206.2169999999999,random
6,8,33,1,4,0.10229999999999999,variance
7,8,33,2,10,0.3402,variance
8,8,33,17,10,0.4055,variance
9,8,33,43,10,0.3598,variance
10,8,33,1,6,0.0749,discrimination-1.12
11,8,33,2,10,0.1717,discrimination-1.12
12,8,33,17,10,0.17070000000000002,discrimination-1.12
13,8,33,43,10,0.2369,discrimination-1.12
14,8,33,1,10,1300.5042999999998,random
15,8,33,2,10,3002.2898999999998,random
16,8,33,17,10,1898.7789000000002,random
17,8,33,43,10,1759.5321,random
18,3,43,7,10,0.1987,variance
19,3,43,18,10,0.17309999999999998,variance
20,3,43,35,10,0.1623,variance
21,3,43,47,10,0.1669,variance
22,3,43,7,10,0.1015,discrimination-1.12
23,3,43,18,10,0.0837,discrimination-1.12
24,3,43,35,10,0.0839,discrimination-1.12
25,3,43,47,10,0.0839,discrimination-1.12
26,3,43,7,10,1118.4012,random
27,3,43,18,10,1259.2967999999998,random
28,3,43,35,10,1843.7765000000002,random
29,3,43,47,10,35.6829,random
30,4,33,18,10,0.030399999999999996,uncertainty
31,4,33,43,10,0.0294,uncertainty
32,3,43,7,10,0.03,uncertainty
33,3,43,18,10,0.032799999999999996,uncertainty
34,3,43,35,10,0.029699999999999997,uncertainty
35,3,43,47,10,0.030599999999999995,uncertainty
36,9,16,22,10,1447.6474,random
37,9,16,36,4,601.166,random
38,9,16,58,10,1238.0227,random
39,9,16,71,10,709.7871999999999,random
40,9,16,72,10,779.6117999999999,random
41,9,16,82,10,2408.6996,random
42,9,16,86,10,1803.6683,random
43,9,16,22,10,1.4671999999999998,variance
44,9,16,36,5,0.5216000000000001,variance
45,9,16,58,10,1.247,variance
46,9,16,71,10,1.2622,variance
47,9,16,72,10,1.5919,variance
48,9,16,82,10,1.4466999999999999,variance
49,9,16,86,10,1.2702,variance
50,6,34,0,10,0.301,discrimination-1.12
51,6,34,2,10,0.24509999999999998,discrimination-1.12
52,6,34,7,10,0.3006,discrimination-1.12
53,6,34,36,10,0.236,discrimination-1.12
54,6,34,77,10,0.23620000000000002,discrimination-1.12
55,6,34,86,10,0.19030000000000002,discrimination-1.12
56,6,34,95,10,0.21599999999999997,discrimination-1.12
57,8,33,1,6,0.0183,uncertainty
58,8,33,2,10,0.0313,uncertainty
59,8,33,17,10,0.029899999999999996,uncertainty
60,8,33,43,10,0.029699999999999997,uncertainty
61,6,34,0,10,1084.8087999999998,random
62,6,34,2,10,309.4773,random
63,6,34,7,10,755.8873,random
64,6,34,36,10,2506.6565,random
65,6,34,77,10,791.1397,random
66,6,34,86,10,1802.9380000000003,random
67,6,34,95,10,1020.9250000000001,random
68,9,16,22,10,0.1212,discrimination-1.12
69,9,16,36,10,0.144,discrimination-1.12
70,9,16,58,10,0.1643,discrimination-1.12
