,seed,incumbent,challenger,selected_instances,additional_time,selection
0,6,15,95,10,43022.096900000004,random
1,6,15,95,10,57131.69149999999,variance
2,6,15,95,10,57131.69149999999,discrimination-1.12
3,6,15,95,10,65086.27119999999,uncertainty
4,6,15,95,10,35777.9196,udd-1.4-0.2
5,9,89,15,10,44682.33,variance
6,9,89,34,8,54101.603,variance
7,9,89,50,2,858.53,variance
8,9,89,95,10,40768.453799999996,variance
9,9,89,15,10,40938.711,random
10,9,89,34,10,29101.1068,random
11,9,89,50,1,7169.33,random
12,9,89,95,10,20180.130100000002,random
13,9,89,15,10,62264.575999999994,discrimination-1.12
14,9,89,34,10,45086.223,discrimination-1.12
15,9,89,50,1,858.53,discrimination-1.12
16,9,89,95,10,59569.4698,discrimination-1.12
17,9,89,15,10,53542.363999999994,uncertainty
18,9,89,34,10,49237.636,uncertainty
19,9,89,50,1,1290.8899999999999,uncertainty
20,9,89,95,10,50178.8761,uncertainty
21,3,48,9,10,48911.587999999996,variance
22,3,48,15,10,37034.045,variance
23,3,48,50,10,47095.115,variance
24,3,48,89,2,18262.545,variance
25,3,48,9,10,59147.081,random
26,3,48,15,10,0.0,random
27,3,48,50,10,34497.501,random
28,3,48,89,3,15761.985,random
29,7,15,6,1,3617.6240000000003,variance
30,7,15,21,2,11417.491,variance
31,7,15,34,10,46353.808,variance
32,7,15,89,10,27033.734,variance
33,7,15,95,10,50751.1087,variance
34,7,15,6,3,7239.774,random
35,7,15,21,2,20403.017,random
36,7,15,34,10,16421.871,random
37,7,15,89,10,12593.001,random
38,7,15,95,10,14125.1364,random
39,9,89,15,10,5153.397,udd-1.4-0.2
40,9,89,34,6,21051.231,udd-1.4-0.2
41,9,89,50,1,9479.676,udd-1.4-0.2
42,9,89,95,10,48661.8127,udd-1.4-0.2
43,7,15,6,1,1091.747,uncertainty
44,7,15,21,2,3661.1440000000002,uncertainty
45,7,15,34,10,65725.4988,uncertainty
46,7,15,89,10,23999.919,uncertainty
47,7,15,95,10,40320.3527,uncertainty
48,7,15,6,1,3617.6240000000003,discrimination-1.12
49,7,15,21,2,11417.491,discrimination-1.12
50,7,15,34,10,46353.808,discrimination-1.12
51,7,15,89,10,7877.034799999999,discrimination-1.12
52,7,15,95,10,50751.1087,discrimination-1.12
53,3,48,9,10,33260.774,udd-1.4-0.2
54,3,48,15,10,37535.960999999996,udd-1.4-0.2
55,3,48,50,10,11324.296,udd-1.4-0.2
56,3,48,89,10,30227.418,udd-1.4-0.2
57,3,48,9,10,48911.587999999996,discrimination-1.12
58,3,48,15,10,37034.045,discrimination-1.12
59,3,48,50,10,47095.115,discrimination-1.12
60,3,48,89,10,62672.95,discrimination-1.12
61,3,48,9,10,30188.599,uncertainty
62,3,48,15,10,21307.737999999998,uncertainty
63,3,48,50,10,35638.077,uncertainty
64,3,48,89,10,32138.73,uncertainty
65,8,95,15,10,29792.339699999997,random
66,8,95,21,10,0.0,random
67,8,95,48,10,20544.202699999998,random
68,8,95,89,10,11803.3818,random
