,seed,incumbent,challenger,selected_instances,additional_time,selection
0,4,80,20,10,1485.4887999999999,random
1,4,80,20,10,69.0818,discrimination-1.12
2,4,80,20,10,67.7642,variance
3,1,80,20,10,11.2825,discrimination-1.12
4,1,80,20,10,1003.4747999999998,random
5,1,80,20,10,11.2825,variance
6,1,80,20,10,162.97390000000001,uncertainty
7,4,80,20,10,54.588699999999996,uncertainty
8,1,80,20,10,141.1478,udd-1.4-0.2
9,4,80,20,10,126.49310000000003,udd-1.4-0.2
10,7,43,16,10,447.40180000000004,variance
11,7,43,27,10,387.26189999999997,variance
12,7,43,16,10,2072.8161999999998,random
13,7,43,27,10,734.4824,random
14,7,43,16,10,66.82180000000001,discrimination-1.12
15,7,43,27,10,387.26189999999997,discrimination-1.12
16,3,20,27,10,471.33889999999997,discrimination-1.12
17,3,20,80,10,436.6911,discrimination-1.12
18,3,20,27,10,577.0560999999999,variance
19,3,20,80,10,425.1202,variance
20,3,20,27,10,1254.2002,random
21,3,20,80,10,1503.3485,random
22,5,16,27,10,39.8241,variance
23,5,16,43,10,44.2772,variance
24,5,16,27,10,131.33620000000002,random
25,5,16,43,10,469.0866999999999,random
26,5,16,27,10,39.8241,discrimination-1.12
27,5,16,43,10,44.3341,discrimination-1.12
28,7,43,16,10,77.49470000000001,uncertainty
29,7,43,27,10,2789.1867,uncertainty
30,3,20,27,10,917.5687,uncertainty
31,3,20,80,10,417.19079999999997,uncertainty
32,5,16,27,10,2603.4308000000005,uncertainty
33,5,16,43,10,3866.7891999999997,uncertainty
34,3,20,27,10,969.0871000000001,udd-1.4-0.2
35,3,20,80,10,712.7839,udd-1.4-0.2
36,7,43,16,10,791.0104999999999,udd-1.4-0.2
37,7,43,27,10,44.1021,udd-1.4-0.2
38,5,16,27,10,224.9371,udd-1.4-0.2
39,5,16,43,10,1068.3367,udd-1.4-0.2
40,9,37,18,10,1195.2869,random
41,9,37,33,10,1828.7198,random
42,9,37,34,1,13.2799,random
43,9,37,52,10,2029.8276,random
44,9,37,62,5,682.8934999999999,random
45,9,37,65,10,1876.7185,random
46,9,37,71,10,1062.1722,random
47,9,37,75,10,927.7184,random
48,9,37,82,10,713.4203,random
49,0,62,6,10,24.8708,variance
50,0,62,14,3,5.905399999999999,variance
51,0,62,34,10,18.308400000000002,variance
52,0,62,37,10,20.6442,variance
53,0,62,41,10,19.084200000000003,variance
54,0,62,46,10,296.48580000000004,variance
55,0,62,65,10,293.5244,variance
56,0,62,71,10,31.0927,variance
57,0,62,91,10,27.806800000000003,variance
58,0,62,95,10,1211.3907,variance
59,0,62,6,10,44.6097,discrimination-1.12
60,0,62,14,3,5.905399999999999,discrimination-1.12
61,0,62,34,10,18.308400000000002,discrimination-1.12
62,0,62,37,10,16.497,discrimination-1.12
63,0,62,41,10,913.1854999999999,discrimination-1.12
64,0,62,46,10,27.068899999999996,discrimination-1.12
